194180875.17235202	-53162190713.314125	229700726562.91217	8646084674.262928	-21481.86711845811	-1104.0484325287555	-713.5721483742158
194184475.17235202	-53239521947.04929	229696736955.1091	8643515243.96839	-21479.928985858325	-1112.4000821826342	-713.8891032871967
194188075.17235202	-53316846199.02327	229692717284.22687	8640944672.885412	-21477.98836239499	-1120.7501431598546	-714.2059197411728
194191675.17235202	-53394163460.27063	229688667555.98492	8638372961.512316	-21476.045249005274	-1129.0986153309118	-714.5225978104022
194195275.17235202	-53471473721.82932	229684587776.1032	8635800110.34715	-21474.099646625305	-1137.4454985660334	-714.8391375694624
194198875.17235202	-53548776974.74067	229680477950.30212	8633226119.8877	-21472.151556190154	-1145.790792735175	-715.1555390932537
194202475.17235202	-53626073210.04935	229676338084.30255	8630650990.631472	-21470.200978633846	-1154.1344977080146	-715.4718024570016
194206075.17235202	-53703362418.803406	229672168183.82584	8628074723.07571	-21468.247914889344	-1162.4766133539479	-715.7879277362603
194209675.17235202	-53780644592.054245	229667968254.59378	8625497317.71738	-21466.292365888556	-1170.8171395420832	-716.1039150069151
194213275.17235202	-53857919720.85661	229663738302.32864	8622918775.053179	-21464.33433256233	-1179.1560761412359	-716.419764345186
194216875.17235202	-53935187796.268616	229659478332.7532	8620339095.579523	-21462.373815840445	-1187.4934230199228	-716.7354758276301
194220475.17235202	-54012448809.3517	229655188351.5907	8617758279.792555	-21460.410816651616	-1195.8291800463574	-717.0510495311457
194224075.17235202	-54089702751.170654	229650868364.56485	8615176328.18814	-21458.445335923487	-1204.1633470884437	-717.3664855329748
194227675.17235202	-54166949612.79361	229646518377.3998	8612593241.261868	-21456.477374582624	-1212.4959240137716	-717.6817839107066
194231275.17235202	-54244189385.29202	229642138395.82025	8610009019.50904	-21454.506933554523	-1220.8269106896107	-717.9969447422804
194234875.17235202	-54321422059.740685	229637728425.5513	8607423663.424685	-21452.534013763594	-1229.1563069829053	-718.3119681059892
194238475.17235202	-54398647627.21771	229633288472.31857	8604837173.503544	-21450.558616133167	-1237.4841127602685	-718.6268540804825
194242075.17235202	-54475866078.80454	229628818541.8482	8602249550.240078	-21448.580741585487	-1245.8103278879769	-718.9416027447701
194245675.17235202	-54553077405.58593	229624318639.86673	8599660794.12846	-21446.60039104171	-1254.134952231964	-719.256214178225
194249275.17235202	-54630281598.64995	229619788772.10123	8597070905.662577	-21444.617565421893	-1262.457985657815	-719.5706884605875
194252875.17235202	-54707478649.087975	229615228944.27927	8594479885.33603	-21442.632265645003	-1270.7794280307612	-719.885025671968
194256475.17235202	-54784668547.994705	229610639162.12885	8591887733.642128	-21440.644492628908	-1279.099279215673	-720.199225892851
194260075.17235202	-54861851286.46812	229606019431.3785	8589294451.073893	-21438.654247290367	-1287.4175390770556	-720.5132892040982
194263675.17235202	-54939026855.609505	229601369757.75726	8586700038.124052	-21436.661530545036	-1295.7342074790417	-720.8272156869522
194267275.17235202	-55016195246.52345	229596690146.9946	8584104495.285043	-21434.66634330746	-1304.0492842853862	-721.1410054230399
194270875.17235202	-55093356450.317825	229591980604.8205	8581507823.049005	-21432.668686491073	-1312.3627693594594	-721.4546584943764
194274475.17235202	-55170510458.10379	229587241136.96545	8578910021.907783	-21430.66856100819	-1320.6746625642415	-721.7681749833685
194278075.17235202	-55247657260.99578	229582471749.16043	8576311092.352924	-21428.665967770008	-1328.9849637623154	-722.0815549728184
194281675.17235202	-55324796850.11152	229577672447.13693	8573711034.875678	-21426.660907686593	-1337.2936728158609	-722.3947985459279
194285275.17235202	-55401929216.572	229572843236.6269	8571109849.966992	-21424.65338166689	-1345.6007895866483	-722.7079057863018
194288875.17235202	-55479054351.50149	229567984123.3628	8568507538.117515	-21422.643390618705	-1353.9063139360321	-723.0208767779518
194292475.17235202	-55556172246.02751	229563095113.0776	8565904099.817588	-21420.630935448717	-1362.2102457249446	-723.3337116053003
194296075.17235202	-55633282891.28086	229558176211.5048	8563299535.557252	-21418.61601706246	-1370.512584813889	-723.6464103531843
194299675.17235202	-55710386278.395584	229553227424.37833	8560693845.826239	-21416.598636364324	-1378.8133310629323	-723.9589731068593
194303275.17235202	-55787482398.50899	229548248757.4327	8558087031.113973	-21414.578794257555	-1387.1124843316998	-724.2713999520037
194306875.17235202	-55864571242.76163	229543240216.4029	8555479091.909571	-21412.55649164424	-1395.4100444793667	-724.5836909747226
194310475.17235202	-55941652802.2973	229538201807.02438	8552870028.701838	-21410.531729425325	-1403.706011364652	-724.895846261552
194314075.17235202	-56018727068.26305	229533133535.03317	8550259841.979266	-21408.50450850058	-1412.0003848458123	-725.2078658994633
194317675.17235202	-56095794031.809135	229528035406.16577	8547648532.230035	-21406.474829768624	-1420.2931647806333	-725.5197499758666
194321275.17235202	-56172853684.08909	229522907426.15918	8545036099.942008	-21404.442694126898	-1428.5843510264244	-725.8314985786158
194324875.17235202	-56249906016.259636	229517749600.75098	8542422545.602732	-21402.408102471676	-1436.8739434400102	-726.143111796012
194328475.17235202	-56326951019.48074	229512561935.6792	8539807869.699433	-21400.371055698055	-1445.1619418777238	-726.4545897168089
194332075.17235202	-56403988684.915596	229507344436.6824	8537192072.71902	-21398.331554699955	-1453.4483461953996	-726.7659324302163
194335675.17235202	-56481019003.73059	229502097109.4997	8534575155.148077	-21396.289600370103	-1461.7331562483648	-727.0771400259052
194339275.17235202	-56558041967.09534	229496819959.8707	8531957117.472866	-21394.24519360004	-1470.0163718914332	-727.3882125940123
194342875.17235202	-56635057566.182655	229491512993.53555	8529337960.179324	-21392.19833528011	-1478.2979929788974	-727.6991502251442
