181471037.533056	161002721346.04453	30078590130.671127	6342656223.151071	-541.3577292554737	30906.979266299357	1368.4655350041169
181474637.533056	161000741021.01013	30189849375.653194	6347581460.291586	-558.8218135238603	30903.71056543716	1367.7772710529266
181478237.533056	160998697836.421	30301096833.60826	6352504219.144589	-576.2797029531594	30900.430919537957	1367.0887087146289
181481837.533056	160996591814.5911	30412332465.151394	6357424498.637046	-593.7313905625579	30897.140338201316	1366.3998486360338
181485437.533056	160994422977.85947	30523556230.93225	6362342297.698253	-611.1768693866679	30893.83883102929	1365.710691463584
181489037.533056	160992191348.59036	30634768091.635296	6367257615.259844	-628.6161324755421	30890.526407626377	1365.0212378433525
181492637.533056	160989896949.17285	30745968007.97921	6372170450.255763	-646.049172894589	30887.20307759951	1364.3314884210454
181496237.533056	160987539802.021	30857155940.717583	6377080801.622288	-663.4759837246393	30883.86885055801	1363.641443841997
181499837.533056	160985119929.57385	30968331850.638382	6381988668.298014	-680.8965580618906	30880.523736113606	1362.9511047511728
181503437.533056	160982637354.29504	31079495698.564278	6386894049.223856	-698.3108890179283	30877.167743880338	1362.2604717931652
181507037.533056	160980092098.67322	31190647445.35251	6391796943.343056	-715.7189697196854	30873.800883474614	1361.5695456121957
181510637.533056	160977484185.22162	31301787051.895016	6396697349.60117	-733.1207933094747	30870.423164515105	1360.8783268521113
181514237.533056	160974813636.47812	31412914479.1183	6401595266.946068	-750.5163529449537	30867.034596622805	1360.1868161563857
181517837.533056	160972080475.00534	31524029687.983524	6406490694.327944	-767.9056417991114	30863.635189420933	1359.4950141681184
181521437.533056	160969284723.3903	31635132639.48652	6411383630.699301	-785.2886530602809	30860.224952534958	1358.8029215300314
181525037.533056	160966426404.24457	31746223294.657738	6416274075.014952	-802.6653799321157	30856.803895592533	1358.1105388844724
181528637.533056	160963505540.20416	31857301614.56227	6421162026.232029	-820.0358156335706	30853.372028223515	1357.4178668734103
181532237.533056	160960522153.92953	31968367560.299953	6426047483.30997	-837.3999533989336	30849.929360059905	1356.7249061384362
181535837.533056	160957476268.10535	32079421093.005295	6430930445.210527	-854.7577864777768	30846.475900735844	1356.031657320762
181539437.533056	160954367905.4406	32190462173.847435	6435810910.897751	-872.1093081349582	30843.01165988758	1355.338121061221
181543037.533056	160951197088.6685	32301490764.03021	6440688879.338002	-889.4545116506133	30839.53664715345	1354.6442980002648
181546637.533056	160947963840.54654	32412506824.792225	6445564349.499958	-906.793390320162	30836.050872173844	1353.9501887779643
181550237.533056	160944668183.85605	32523510317.40675	6450437320.354581	-924.1259374542797	30832.554344591204	1353.2557940340077
181553837.533056	160941310141.4027	32634501203.181805	6455307790.875147	-941.4521463789024	30829.04707404996	1352.5611144077
181557437.533056	160937889736.016	32745479443.46001	6460175760.037226	-958.7720104351865	30825.52907019655	1351.866150537964
181561037.533056	160934406990.54938	32856444999.61878	6465041226.818693	-976.0855229795479	30822.000342679385	1351.1709030633365
181564637.533056	160930861927.8803	32967397833.070415	6469904190.19972	-993.3926773836329	30818.460901148792	1350.4753726219685
181568237.533056	160927254570.9099	33078337905.261845	6474764649.162776	-1010.6934670342871	30814.91075525702	1349.7795598516263
181571837.533056	160923584942.5633	33189265177.674656	6479622602.692624	-1027.9878853335722	30811.34991465824	1349.0834653896886
181575437.533056	160919853065.78906	33300179611.825314	6484478049.776317	-1045.2759256987538	30807.77838900846	1348.3870898731464
181579037.533056	160916058963.55963	33411081169.265022	6489330989.403207	-1062.5575815622797	30804.19618796555	1347.6904339386022
181582637.533056	160912202658.87106	33521969811.579773	6494181420.564934	-1079.8328463717871	30800.60332118918	1346.9934982222685
181586237.533056	160908284174.74286	33632845500.390297	6499029342.255433	-1097.1017135900775	30796.999798340858	1346.2962833599695
181589837.533056	160904303534.2181	33743708197.35211	6503874753.470915	-1114.3641766951196	30793.38562908383	1345.5987899871373
181593437.533056	160900260760.3634	33854557864.155617	6508717653.20989	-1131.6202291800419	30789.760823083107	1344.9010187388117
181597037.533056	160896155876.26855	33965394462.52581	6513558040.473145	-1148.8698645530867	30786.125390005433	1344.2029702496425
181600637.533056	160891988905.04697	34076217954.222748	6518395914.263759	-1166.113076337674	30782.479339519246	1343.5046451538842
181604237.533056	160887759869.835	34187028301.041077	6523231273.587086	-1183.3498580723199	30778.82268129466	1342.8060440853978
181607837.533056	160883468793.79263	34297825464.810356	6528064117.450766	-1200.5802033106647	30775.155425003468	1342.1071676776508
181611437.533056	160879115700.10266	34408609407.39501	6532894444.864716	-1217.804105621457	30771.477580319064	1341.4080165637133
181615037.533056	160874700611.97137	34519380090.6942	6537722254.841136	-1235.0215585885317	30767.789156916493	1340.708591376262
181618637.533056	160870223552.62775	34630137476.641975	6542547546.394497	-1252.2325558108241	30764.090164472345	1340.0088927475736
181622237.533056	160865684545.3241	34740881527.20723	6547370318.541551	-1269.4370909023464	30760.380612664798	1339.3089213095295
181625837.533056	160861083613.33545	34851612204.393555	6552190570.301313	-1286.6351574921573	30756.660511173555	1338.6086776936118
181629437.533056	160856420779.95996	34962329470.23965	6557008300.695086	-1303.826749224405	30752.92986967986	1337.9081625309034
181633037.533056	160851696068.51846	35073033286.81889	6561823508.746438	-1321.0118597582687	30749.188697866426	1337.2073764520874
181636637.533056	160846909502.35474	35183723616.239494	6566636193.481196	-1338.1904827679555	30745.437005417447	1336.5063200874465
181640237.533056	160842061104.83514	35294400420.644745	6571446353.92748	-1355.3626119427363	30741.67480201856	1335.8049940668611
181643837.533056	160837150899.3489	35405063662.21256	6576253989.115648	-1372.5282409868805	30737.90209735683	1335.1033990198111
