186918110.80704	101500889006.20337	169355038884.16977	10739235839.56202	-18396.517955162777	18490.94287306878	258.1214034828424
186921710.80704	101434650255.0369	169421587440.4861	10740163881.914337	-18402.787200577957	18480.47722786162	257.4577102889902
186925310.80704	101368388945.90213	169488098319.67358	10741089535.286018	-18409.050160221268	18470.011135322577	256.7941920270573
186928910.80704	101302105101.423	169554571520.12744	10742012800.306921	-18415.306836785527	18459.544598612993	256.1308487548168
186932510.80704	101235798744.21375	169621007040.25436	10742933677.607111	-18421.557232963554	18449.07762089023	255.46768052986357
186936110.80704	101169469896.8789	169687404878.4724	10743852167.816862	-18427.801351448175	18438.61020530768	254.80468740961481
186939710.80704	101103118582.01332	169753765033.21094	10744768271.566654	-18434.039194932215	18428.14235501475	254.14186945131016
186943310.80704	101036744822.20216	169820087502.91064	10745681989.487173	-18440.270766108486	18417.674073156886	253.47922671201198
186946910.80704	100970348640.02089	169886372286.02356	10746593322.20931	-18446.496067669803	18407.205362875568	252.81675924860565
186950510.80704	100903930058.03525	169952619381.013	10747502270.364162	-18452.71510230897	18396.736227308313	252.15446711779984
186954110.80704	100837489098.80133	170018828786.35358	10748408834.583027	-18458.927872718763	18386.26666958868	251.4923503761267
186957710.80704	100771025784.86551	170085000500.5312	10749313015.497406	-18465.134381591954	18375.796692846274	250.8304090799422
186961310.80704	100704540138.76448	170151134522.043	10750214813.739004	-18471.334631621292	18365.32630020675	250.16864328542638
186964910.80704	100638032183.02522	170217230849.39737	10751114229.93973	-18477.528625499497	18354.855494791816	249.50705304858363
186968510.80704	100571501940.16504	170283289481.11392	10752011264.73169	-18483.716365919263	18344.384279719237	248.8456384252429
186972110.80704	100504949432.69153	170349310415.7235	10752905918.747194	-18489.897855573257	18333.912658102836	248.18439947105801
186975710.80704	100438374683.1026	170415293651.76816	10753798192.618752	-18496.07309715411	18323.4406330525	247.5233362415079
186979310.80704	100371777713.88647	170481239187.8011	10754688086.979069	-18502.24209335441	18312.968207674192	246.86244879189692
186982910.80704	100305158547.52167	170547147022.38672	10755575602.461054	-18508.40484686671	18302.49538506993	246.20173717735503
186986510.80704	100238517206.47702	170613017154.10062	10756460739.697813	-18514.561360383523	18292.022168337822	245.5412014528381
186990110.80704	100171853713.21167	170678849581.5295	10757343499.322649	-18520.71163659731	18281.54856057205	244.88084167312817
186993710.80704	100105168090.17505	170744644303.2712	10758223881.969059	-18526.85567820048	18271.074564862873	244.22065789283377
186997310.80704	100038460359.80692	170810401317.9347	10759101888.27074	-18532.993487885396	18260.600184296643	243.56065016639005
187000910.80704	99971730544.53734	170876120624.14	10759977518.861586	-18539.125068344358	18250.1254219558	242.9008185480592
187004510.80704	99904978666.78668	170941802220.51834	10760850774.37568	-18545.250422269604	18239.650280918875	242.24116309193053
187008110.80704	99838204748.9656	171007446105.71188	10761721655.447308	-18551.36955235332	18229.174764260497	241.58168385192093
187011710.80704	99771408813.47511	171073052278.37396	10762590162.71094	-18557.482461287615	18218.6988750514	240.92238088177496
187015310.80704	99704590882.70648	171138620737.16888	10763456296.801245	-18563.589151764532	18208.222616358413	240.26325423506518
187018910.80704	99637750979.04132	171204151480.77203	10764320058.353085	-18569.689626476047	18197.74599124448	239.60430396519246
187022510.80704	99570889124.85155	171269644507.8698	10765181448.00151	-18575.783888114052	18187.269002768655	238.94553012538617
187026110.80704	99504005342.49936	171335099817.1596	10766040466.381767	-18581.871939370365	18176.791653986107	238.28693276870442
187029710.80704	99437099654.3373	171400517407.34982	10766897114.12929	-18587.953782936722	18166.313947948125	237.6285119480344
187033310.80704	99370172082.7082	171465897277.1598	10767751391.8797	-18594.02942150477	18155.835887702116	236.9702677160926
187036910.80704	99303222649.94524	171531239425.3199	10768603300.268814	-18600.098857766072	18145.35747629162	236.31220012542502
187040510.80704	99236251378.37184	171596543850.57135	10769452839.932634	-18606.1620944121	18134.878716756306	235.65430922840753
187044110.80704	99169258290.30179	171661810551.6664	10770300011.507353	-18612.219134134226	18124.399612131972	234.996595077246
187047710.80704	99102243408.03915	171727039527.36823	10771144815.629349	-18618.269979623732	18113.920165450556	234.33905772397674
187051310.80704	99035206753.87834	171792230776.45084	10771987252.935186	-18624.314633571794	18103.440379740132	233.68169722046648
187054910.80704	98968148350.10405	171857384297.69916	10772827324.061619	-18630.353098669486	18092.960258024927	233.02451361841293
187058510.80704	98901068218.9913	171922500089.90903	10773665029.645584	-18636.38537760777	18082.47980332531	232.36750696934484
187062110.80704	98833966382.80544	171987578151.88715	10774500370.324203	-18642.411473077507	18071.999018657807	231.71067732462234
187065710.80704	98766842863.80208	172052618482.45102	10775333346.734787	-18648.43138776944	18061.517907035093	231.05402473543714
187069310.80704	98699697684.2272	172117621080.42905	10776163959.514826	-18654.445124374197	18051.036471466003	230.39754925281284
187072910.80704	98632530866.31706	172182585944.66043	10776992209.301996	-18660.452685582288	18040.55471495554	229.74125092760517
187076510.80704	98565342432.29825	172247513073.99518	10777818096.734156	-18666.454074084093	18030.072640504866	229.0851298105022
187080110.80704	98498132404.38766	172312402467.29413	10778641622.449343	-18672.44929256988	18019.590251111324	228.4291859520247
187083710.80704	98430900804.79253	172377254123.42883	10779462787.085781	-18678.438343729773	18009.107549768414	227.77341940252632
187087310.80704	98363647655.71037	172442068041.2817	10780281591.281872	-18684.421230253778	17998.62453946583	227.11783021219378
187090910.80704	98296372979.32904	172506844219.74582	10781098035.676199	-18690.397954831762	17988.141223189436	226.4624184310473
187094510.80704	98229076797.82669	172571582657.72507	10781912120.907526	-18696.368520153454	17977.657603921285	225.8071841089407
